code,api_url,name,start_urls,model,id,is_fixed,page,url_xpath,titles_xpath,dates_xpath,authors_xpath,references_xpath,in_date_xpath,drop
klac,/notice/klac,실험동물센터,http://klac.kangwon.ac.kr/bbs/board.php?bo_table=sub6_1,Klac,wr_id,"//*[@id=""fboardlist""]/table/tbody/tr/td[1]/strong",page,"//*[@id=""fboardlist""]/table/tbody/tr/td[2]/a","//*[@id=""fboardlist""]/table/tbody/tr/td[2]/a//text()","//*[@id=""fboardlist""]/table/tbody/tr/td[4]//text()","//*[@id=""fboardlist""]/table/tbody/tr/td[3]/span//text()",null,null,0
gifted,/notice/gifted,과학영재교육원,https://gifted.kangwon.ac.kr/board/notice,Gifted,restful,"//*[@id=""oZoom""]/table/tbody/tr/td[1]//text()",page,"//*[@id=""oZoom""]/table/tbody/tr/td[2]/a","//*[@id=""oZoom""]/table/tbody/tr/td[2]/a//text()","//*[@id=""oZoom""]/table/tbody/tr/td[4]//text()","//*[@id=""oZoom""]/table/tbody/tr/td[3]//text()",null,null,0
kwclab,/notice/kwclab,공동실험실습관,http://www.kwclab.co.kr/board_list.asp?boardCode=notice,Kwclab,boardNumber,"//*[@id=""s_side_rt""]/table/tbody/tr/td[1]/img",page,"//*[@id=""s_side_rt""]/table/tbody/tr/td[2]/a","//*[@id=""s_side_rt""]/table/tbody/tr/td[2]/a/span//text()","//*[@id=""s_side_rt""]/table/tbody/tr/td[5]//text()","//*[@id=""s_side_rt""]/table/tbody/tr/td[4]/a/span//text()",null,null,0
kile,/notice/kile,교양교육원,https://kile.kangwon.ac.kr/kile/bbs_list.php?code=sub07a&keyvalue=sub07,Kile,bbs_data,/html/body/div[4]/div/div[2]/div[3]/div[1]/table/tbody/tr/td[2]/img,null,/html/body/div[4]/div/div[2]/div[3]/div[1]/table/tbody/tr/td[2]/a,/html/body/div[4]/div/div[2]/div[3]/div[1]/table/tbody/tr/td[2]/a//text(),/html/body/div[4]/div/div[2]/div[3]/div[1]/table/tbody/tr/td[4]//text(),/html/body/div[4]/div/div[2]/div[3]/div[1]/table/tbody/tr/td[3]//text(),null,null,0
nongsa,/notice/nongsa,농촌사회교육원,http://www.nongsa.or.kr/bbs/board.php?bo_table=sub06_1,Nongsa,wr_id,"//*[@id=""fboardlist""]/div/table/tbody/tr/td[1]",page,"//*[@id=""fboardlist""]/div/table/tbody/tr/td[2]/a","//*[@id=""fboardlist""]/div/table/tbody/tr/td[2]/a//text()","//*[@id=""fboardlist""]/div/table/tbody/tr/td[4]//text()","//*[@id=""fboardlist""]/div/table/tbody/tr/td[3]/span//text()",null,null,0
expfor,/notice/expfor,학술림,https://expfor.kangwon.ac.kr/bbs/board.php?bo_table=sub5_1,Expfor,wr_id,"//*[@id=""contens""]/div/table/tbody/tr/td/form/table/tbody/tr/td[1]/img",page,"//*[@id=""contens""]/div/table/tbody/tr/td/form/table/tbody/tr/td[2]/nobr/a","//*[@id=""contens""]/div/table/tbody/tr/td/form/table/tbody/tr/td[2]/nobr/a//text()","//*[@id=""contens""]/div/table/tbody/tr/td/form/table/tbody/tr/td[4]//text()","//*[@id=""contens""]/div/table/tbody/tr/td/form/table/tbody/tr/td[3]/span//text()",null,null,0
kwbc,/notice/kwbc,백령아트센터,https://kwbc.kangwon.ac.kr/kwbc/bbs_list.php?code=sub07a&keyvalue=sub07,Kwbc,bbs_data,/html/body/div[5]/div/div/div[3]/div[1]/table/tbody/tr/td[1]/img,null,/html/body/div[5]/div/div/div[3]/div[1]/table/tbody/tr/td[2]/a,/html/body/div[5]/div/div/div[3]/div[1]/table/tbody/tr/td[2]/a//text(),/html/body/div[5]/div/div/div[3]/div[1]/table/tbody/tr/td[4]//text(),/html/body/div[5]/div/div/div[3]/div[1]/table/tbody/tr/td[3]//text(),null,null,0
museum,/notice/museum,중앙박물관,http://museum.kangwon.ac.kr/bbs/board.php?bo_table=km_notice,Museum,wr_id,/html/body/table[1]/tbody/tr/td[1]/table[3]/tbody/tr[2]/td/table/tbody/tr[2]/td/table/tbody/tr[2]/td[2]/table/tbody/tr[3]/td/table/tbody/tr/td/form/table/tbody/tr/td[1]/img,page,/html/body/table[1]/tbody/tr/td[1]/table[3]/tbody/tr[2]/td/table/tbody/tr[2]/td/table/tbody/tr[2]/td[2]/table/tbody/tr[3]/td/table/tbody/tr/td/form/table/tbody/tr/td[2]/nobr/a,/html/body/table[1]/tbody/tr/td[1]/table[3]/tbody/tr[2]/td/table/tbody/tr[2]/td/table/tbody/tr[2]/td[2]/table/tbody/tr[3]/td/table/tbody/tr/td/form/table/tbody/tr/td[2]/nobr/a//text(),/html/body/table[1]/tbody/tr/td[1]/table[3]/tbody/tr[2]/td/table/tbody/tr[2]/td/table/tbody/tr[2]/td[2]/table/tbody/tr[3]/td/table/tbody/tr/td/form/table/tbody/tr/td[4]/span//text(),/html/body/table[1]/tbody/tr/td[1]/table[3]/tbody/tr[2]/td/table/tbody/tr[2]/td/table/tbody/tr[2]/td[2]/table/tbody/tr[3]/td/table/tbody/tr/td/form/table/tbody/tr/td[3]//text(),null,/html/body/table[1]/tbody/tr/td[1]/table[3]/tbody/tr[2]/td/table/tbody/tr[2]/td/table/tbody/tr[2]/td[2]/table/tbody/tr[3]/td/table/tbody/tr/td/div[1]/div[1]/span//text(),0
sports,/notice/sports,체육진흥원,http://sports.kangwon.ac.kr/bbs/board.php?bo_table=sub5_1,Sports,wr_id,"//*[@id=""fboardlist""]/div/table/tbody/tr/td[1]/strong",page,"//*[@id=""fboardlist""]/div/table/tbody/tr/td[2]/a","//*[@id=""fboardlist""]/div/table/tbody/tr/td[2]/a//text()","//*[@id=""fboardlist""]/div/table/tbody/tr/td[4]//text()",null,null,null,0
khr,/notice/khr,인권센터,http://khr.kangwon.ac.kr/index.php?&mp=5_1,Khr,BID,"//*[@id=""bbsWrap""]/form[1]/table/tbody/tr/td[1]",cpage,"//*[@id=""bbsWrap""]/form[1]/table/tbody/tr/td[2]/a","//*[@id=""bbsWrap""]/form[1]/table/tbody/tr/td[2]/a//text()","//*[@id=""bbsWrap""]/form[1]/table/tbody/tr/td[4]//text()","//*[@id=""bbsWrap""]/form[1]/table/tbody/tr/td[3]//text()",null,null,0
wmrc,/notice/wmrc,야생동물구조센터,http://www.wmrc.co.kr/bbs/board.php?bo_table=sub5_1,Wmrc,wr_id,"//*[@id=""ctn""]/table/tbody/tr/td/form/table/tbody/tr/td[1]",null,"//*[@id=""ctn""]/table/tbody/tr/td/form/table/tbody/tr/td[2]/nobr/a","//*[@id=""ctn""]/table/tbody/tr/td/form/table/tbody/tr/td[2]/nobr/a//text()","//*[@id=""ctn""]/table/tbody/tr/td/form/table/tbody/tr/td[4]//text()","//*[@id=""ctn""]/table/tbody/tr/td/form/table/tbody/tr/td[3]/span//text()",null,"//*[@id=""ctn""]/table/tbody/tr/td/div[1]/div/span//text()",0
tpsc,/notice/tpsc,교원양성지원센터,https://tpsc.kangwon.ac.kr/bbs/board.php?bo_table=notice,Tpsc,wr_id,"//*[@id=""fboardlist""]/div[1]/table/tbody/tr/td[1]/strong",page,"//*[@id=""fboardlist""]/div[1]/table/tbody/tr/td[2]/a","//*[@id=""fboardlist""]/div[1]/table/tbody/tr/td[2]/a//text()","//*[@id=""fboardlist""]/div[1]/table/tbody/tr/td[5]//text()","//*[@id=""fboardlist""]/div[1]/table/tbody/tr/td[4]/span//text()",null,null,0
gongja,/notice/gongja,공자학원,http://gongja.kangwon.ac.kr/bbs4/zboard.php?id=sub61,Gongja,no,/html/body/table[4]/tbody/tr/td[3]/div/table[3]/tbody/tr/td[2]/img,page,/html/body/table[4]/tbody/tr/td[3]/div/table[3]/tbody/tr/td[3]/a,/html/body/table[4]/tbody/tr/td[3]/div/table[3]/tbody/tr/td[3]/a/font//text(),/html/body/table[4]/tbody/tr/td[3]/div/table[3]/tbody/tr/td[5]/span//text(),/html/body/table[4]/tbody/tr/td[3]/div/table[3]/tbody/tr/td[4]//text(),null,null,0
icee,/notice/icee,공학교육혁신센터,http://icee.kangwon.ac.kr/index.php?mp=m4_1_1,Icee,BID,"//*[@id=""bbsWrap""]/form[1]/table/tbody/tr/td[1]/img",cpage,"//*[@id=""bbsWrap""]/form[1]/table/tbody/tr/td[2]/a","//*[@id=""bbsWrap""]/form[1]/table/tbody/tr/td[2]/a/font//text()","//*[@id=""bbsWrap""]/form[1]/table/tbody/tr/td[4]//text()","//*[@id=""bbsWrap""]/form[1]/table/tbody/tr/td[3]//text()",null,null,0
itl,/notice/itl,교육혁신원,https://itl.kangwon.ac.kr/ko/community/notice/list,Itl,restful,"//*[@id=""ModuleBoardListForm""]/ul/li/span[1]",restful,"//*[@id=""ModuleBoardListForm""]/ul/li/span[2]/a","//*[@id=""ModuleBoardListForm""]/ul/li/span[2]/a//text()","//*[@id=""ModuleBoardListForm""]/ul/li/span[4]/time//text()","//*[@id=""ModuleBoardListForm""]/ul/li/span[3]/span//text()",null,null,0
knup,/notice/knup,신문방송사,http://knup.kangwon.ac.kr/index.php?&mp=5_1,Knup,BID,"//*[@id=""bbsWrap""]/form[1]/table/tbody/tr/td[1]",cpage,"//*[@id=""bbsWrap""]/form[1]/table/tbody/tr/td[2]/a","//*[@id=""bbsWrap""]/form[1]/table/tbody/tr/td[2]/a//text()","//*[@id=""bbsWrap""]/form[1]/table/tbody/tr/td[4]//text()","//*[@id=""bbsWrap""]/form[1]/table/tbody/tr/td[3]//text()",null,null,0
gkrtod,/notice/gkrtod,장애학생지원센터,http://gkrtod.kangwon.ac.kr/board/bbs/board.php?bo_table=BBS001_2,Gkrtod,wr_id,/html/body/table/tbody/tr/td/form/table/tbody/tr/td[1]/b,page,/html/body/table/tbody/tr/td/form/table/tbody/tr/td[2]/nobr/a,/html/body/table/tbody/tr/td/form/table/tbody/tr/td[2]/nobr/a//text(),/html/body/table/tbody/tr/td/form/table/tbody/tr/td[4]//text(),/html/body/table/tbody/tr/td/form/table/tbody/tr/td[3]/span//text(),null,/html/body/table/tbody/tr/td/div[1]/div[1]/span//text(),0
kwbi,/notice/kwbi,창업보육센터,http://kwbi.kangwon.ac.kr/board_list.asp?boardCode=notice,Kwbi,boardNumber,/html/body/div[3]/div[3]/div[3]/table/tbody/tr/td[1],page,/html/body/div[3]/div[3]/div[3]/table/tbody/tr/td[2]/a,/html/body/div[3]/div[3]/div[3]/table/tbody/tr/td[2]/a/span//text(),/html/body/div[3]/div[3]/div[3]/table/tbody/tr/td[5]//text(),/html/body/div[3]/div[3]/div[3]/table/tbody/tr/td[4]//text(),null,null,0
kcc,/notice/kcc,한국어문화원,http://kcc.kangwon.ac.kr/web/ezboard.php?BID=board01&GID=root,Kcc,UID,/html/body/div/table/tbody/tr/td/table[2]/tbody/tr/td[3]/table[2]/tbody/tr/td/table/tbody/tr/td/table[2]/tbody/tr/td/table[1]/tbody/tr/td[1]/font/img,null,/html/body/div/table/tbody/tr/td/table[2]/tbody/tr/td[3]/table[2]/tbody/tr/td/table/tbody/tr/td/table[2]/tbody/tr/td/table[1]/tbody/tr/td[2]/a,/html/body/div/table/tbody/tr/td/table[2]/tbody/tr/td[3]/table[2]/tbody/tr/td/table/tbody/tr/td/table[2]/tbody/tr/td/table[1]/tbody/tr/td[2]/a/font//text(),/html/body/div/table/tbody/tr/td/table[2]/tbody/tr/td[3]/table[2]/tbody/tr/td/table/tbody/tr/td/table[2]/tbody/tr/td/table[1]/tbody/tr/td[4]//text(),/html/body/div/table/tbody/tr/td/table[2]/tbody/tr/td[3]/table[2]/tbody/tr/td/table/tbody/tr/td/table[2]/tbody/tr/td/table[1]/tbody/tr/td[3]//text(),null,/html/body/div/table/tbody/tr/td/table[2]/tbody/tr/td[3]/table[2]/tbody/tr/td/table/tbody/tr/td/table[2]/tbody/tr/td/table[1]/tbody/tr/td/table/tbody/tr[2]/td[4]//text(),0
ksef,/notice/ksef,창업지원단,http://ksef.kangwon.ac.kr/board_list.asp?boardCode=notice,Ksef,boardNumber,/html/body/div[1]/div/div/div[2]/div[2]/section/div[2]/table/tbody/tr/td[1],page,/html/body/div[1]/div/div/div[2]/div[2]/section/div[2]/table/tbody/tr/td[2]/a,/html/body/div[1]/div/div/div[2]/div[2]/section/div[2]/table/tbody/tr/td[2]/a//text(),/html/body/div[1]/div/div/div[2]/div[2]/section/div[2]/table/tbody/tr/td[5]//text(),/html/body/div[1]/div/div/div[2]/div[2]/section/div[2]/table/tbody/tr/td[4]/a/span//text(),null,null,0
kwphilo,/notice/kwphilo,철학과,http://kwphilo.kangwon.ac.kr/bbs/board.php?bo_table=sub05_01,Kwphilo,wr_id,/html/body/table/tbody/tr/td/form/table/tbody/tr/td[1]/b,page,/html/body/table/tbody/tr/td/form/table/tbody/tr/td[2]/nobr/a,/html/body/table/tbody/tr/td/form/table/tbody/tr/td[2]/nobr/a//text(),/html/body/table/tbody/tr/td/form/table/tbody/tr/td[4]//text(),/html/body/table/tbody/tr/td/form/table/tbody/tr/td[3]/span//text(),null,/html/body/table/tbody/tr/td/div[1]/div[1]/span//text(),0
job,/notice/job,취업지원과,https://job.kangwon.ac.kr/kwjobs/user/bbs/index.jsp?gb=1,Job,Idx,"//*[@id=""tbl_1""]/tbody/tr/td[1]//text()",pageNo,"//*[@id=""tbl_1""]/tbody/tr/td[2]/a","//*[@id=""tbl_1""]/tbody/tr/td[2]/a//text()","//*[@id=""tbl_1""]/tbody/tr/td[5]//text()","//*[@id=""tbl_1""]/tbody/tr/td[4]//text()",null,null,0
library,/notice/library,도서관,https://library.kangwon.ac.kr/#/bbs/ccnotice?max=20&offset=%d,Library,restful,/html/body/div[1]/div[3]/div[4]/div/div[2]/div/div[3]/div/div[5]/table/tbody/tr/td[1]/span[2]//text(),offset,/html/body/div[1]/div[3]/div[4]/div/div[2]/div/div[3]/div/div[5]/table/tbody/tr/td[2]/span[2]/span/a,/html/body/div[1]/div[3]/div[4]/div/div[2]/div/div[3]/div/div[5]/table/tbody/tr/td[2]/span[2]/span/a//text(),/html/body/div[1]/div[3]/div[4]/div/div[2]/div/div[3]/div/div[5]/table/tbody/tr/td[3]/span[2]//text(),/html/body/div[1]/div[3]/div[4]/div/div[2]/div/div[3]/div/div[5]/table/tbody/tr/td[4]/span[2]//text(),null,null,0
smed,/notice/smed,의과대학·의학전문대학원,https://smed.kangwon.ac.kr/smed_new/main/index.php?m_cd=50,Smed,b_id,"//*[@id=""bbs_list""]/table/tbody/tr/td[1]",page,"//*[@id=""bbs_list""]/table/tbody/tr/td[2]/a","//*[@id=""bbs_list""]/table/tbody/tr/td[2]/a//text()","//*[@id=""bbs_list""]/table/tbody/tr/td[4]//text()","//*[@id=""bbs_list""]/table/tbody/tr/td[3]//text()",null,null,0
knuchild,/notice/knuchild,유아교육과,https://knuchild.kangwon.ac.kr/knuchild/community/department-notice.do?articleLimit=20&article.offset=%d,Knuchild,articleNo,//*[@id="cms-content"]/div/div/div[2]/table/tbody/tr[1]/td[1],offset,//*[@id="cms-content"]/div/div/div[2]/table/tbody/tr/td[2]/div/a,//*[@id="cms-content"]/div/div/div[2]/table/tbody/tr/td[2]/div/a//text(),//*[@id="cms-content"]/div/div/div[2]/table/tbody/tr/td[4]//text(),//*[@id="cms-content"]/div/div/div[2]/table/tbody/tr/td[3]//text(),null,null,0
graduate,/notice/graduate,일반대학원,https://graduate.kangwon.ac.kr/graduate/community/notice.do?articleLimit=20&article.offset=%d,Graduate,articleNo,//*[@id="cms-content"]/div/div/div[2]/table/tbody/tr[1]/td[1],offset,//*[@id="cms-content"]/div/div/div[2]/table/tbody/tr/td[2]/div/a,//*[@id="cms-content"]/div/div/div[2]/table/tbody/tr/td[2]/div/a//text(),//*[@id="cms-content"]/div/div/div[2]/table/tbody/tr/td[4]//text(),//*[@id="cms-content"]/div/div/div[2]/table/tbody/tr/td[3]//text(),null,null,0
mhaksa,/notice/mhaksa,강원대-학사공지,https://www.kangwon.ac.kr/www/selectBbsNttList.do?bbsNo=37,Mhaksa,nttNo,"//*[@id=""board""]/table/tbody/tr/td[1]/strong",pageIndex,"//*[@id=""board""]/table/tbody/tr/td[3]/a","//*[@id=""board""]/table/tbody/tr/td[3]/a//text()","//*[@id=""board""]/table/tbody/tr/td[6]//text()","//*[@id=""board""]/table/tbody/tr/td[4]//text()","//*[@id=""board""]/table/tbody/tr/td[2]//text()",null,0
mjanghak,/notice/mjanghak,강원대-장학 게시판,https://www.kangwon.ac.kr/www/selectBbsNttList.do?bbsNo=34,Mjanghak,nttNo,"//*[@id=""board""]/table/tbody/tr/td[1]/strong",pageIndex,"//*[@id=""board""]/table/tbody/tr/td[3]/a","//*[@id=""board""]/table/tbody/tr/td[3]/a//text()","//*[@id=""board""]/table/tbody/tr/td[6]//text()","//*[@id=""board""]/table/tbody/tr/td[4]//text()","//*[@id=""board""]/table/tbody/tr/td[2]//text()",null,0
knuserv,/notice/knuserv,봉사은행,https://knuserv.kangwon.ac.kr/notice?,Knuserv,restful,"//*[@id=""fboardlist""]/div[1]/table/tbody/tr/td[1]/span",page,"//*[@id=""fboardlist""]/div[1]/table/tbody/tr/td[2]/div/a","//*[@id=""fboardlist""]/div[1]/table/tbody/tr/td[2]/div/a//text()","//*[@id=""fboardlist""]/div[1]/table/tbody/tr/td[5]//text()","//*[@id=""fboardlist""]/div[1]/table/tbody/tr/td[3]/span//text()",null,null,0
